dst_port,http_status_error,conn_state_enc,log_dst_bytes,src_port,duration,log_files_total_bytes,dst_bytes,bytes_per_pkt_dst,log_src_ip_bytes,src_ip_bytes,is_file_transfered,files_total_bytes,byte_ratio,log_dst_ip_bytes,attack_category,label,label_bin
161,0,1,0.0,57919,7.8e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
3,0,0,0.0,3,253.913769,0.0,0.0,0.0,10.234193194263003,27838,0,0.0,0.9999999999999616,0.0,dos,3,1
80,1,4,6.180016653652572,50929,35.200901,5.6937321388027,482.0,34.42857142857143,7.1459844677143876,1268,1,296.0,0.303468208092047,7.429520842786462,ddos,2,1
8080,0,10,4.852030263919617,37646,0.000374,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,bruteforce,1,1
80,0,1,0.0,35441,5.7e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
123,0,1,0.0,48383,0.000138,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
443,0,10,8.266678443305896,48455,16.22242,0.0,3891.0,114.44117647058823,7.425953657077541,1678,0,0.0,0.08790436005623818,9.123365357961776,bruteforce,1,1
80,1,10,6.532334292222349,60247,0.147994,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,0,2,0.0,59580,1.23748,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,3.8066624897703196,ddos,2,1
22,0,2,0.0,52118,7.2e-05,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,3.8066624897703196,ddos,2,1
80,0,5,0.0,46416,0.000196,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
80,1,10,6.532334292222349,52205,0.194913,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,0,10,14.164454696080808,5524,16.51726,8.886547412512042,1417569.0,832.8842538190364,11.719687570068697,122968,1,7233.0,0.030767779161188273,14.88281757687055,benign,0,0
80,0,7,0.0,21150,0.000395,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
80,1,10,6.532334292222349,55995,0.154481,6.131226489483141,686.0,57.166666666666664,6.846943139585379,940,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
80,0,5,0.0,47396,0.00025,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
8080,0,10,4.844187086458591,57926,0.000327,0.0,126.0,5.25,7.866338923046544,2607,0,0.0,0.6963855421669967,7.409136443920128,web,5,1
32364,0,1,0.0,45688,0.001142,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
21,0,10,4.343805421853684,52970,3.095199,0.0,76.0,5.428571428571429,6.675823221634848,792,0,0.0,0.2399999999976,6.799055862058796,bruteforce,1,1
3,0,0,0.0,3,6e-06,0.0,0.0,0.0,6.976348070447749,1070,0,0.0,0.9999999999990138,0.0,benign,0,0
80,1,10,6.532334292222349,53398,0.15498,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,1,10,6.532334292222349,52942,0.144373,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,1,10,10.690921662285279,65253,3.455453,5.616771097666572,43954.0,418.6095238095238,9.607907707957207,14881,1,274.0,0.17638240860456508,10.80817118186853,web,5,1
80,0,10,14.164454696080808,5524,16.517246,9.253591413970497,1417569.0,1665.7685076380728,11.026548521606548,61484,1,10441.0,0.030767779161188273,14.189670740244024,benign,0,0
53,0,10,5.860786223465865,42412,0.005988,0.0,350.0,350.0,4.276666119016055,71,0,0.0,0.10941475826944169,5.937536205082426,benign,0,0
3478,0,10,4.174387269895637,41641,0.191287,0.0,64.0,32.0,4.919980925828125,136,0,0.0,0.5555555555516976,4.795790545596741,bruteforce,1,1
22,0,2,0.0,52124,0.002482,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,4.48863636973214,ddos,2,1
22,0,6,0.0,55917,285.696355,0.0,0.0,0.0,10.627769962026784,41264,0,0.0,0.9999999999999748,0.0,dos,3,1
21,0,10,4.343805421853684,10286,3.535316,0.0,76.0,4.75,6.680854678790215,796,0,0.0,0.25490196078181465,6.90875477931522,bruteforce,1,1
3478,0,10,3.4965075614664802,41641,0.443465,0.0,32.0,32.0,4.23410650459726,68,0,0.0,0.5555555555478395,4.110873864173311,bruteforce,1,1
80,0,10,14.164454696080808,5524,16.5173,8.890135107818843,1417569.0,549.0197521301317,11.719687570068697,122968,1,7259.0,0.030767779161188273,14.894851338267571,benign,0,0
80,0,7,0.0,58996,0.0004,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
80,1,10,6.532334292222349,56852,0.15949,6.131226489483141,686.0,57.166666666666664,6.951772164398911,1044,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
80,0,1,0.0,27946,0.000116,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,0,2,0.0,38189,0.022462,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,5.176149732573829,ddos,2,1
80,0,10,14.164454696080808,5524,16.51726,8.880446450715093,1417569.0,832.8842538190364,11.719687570068697,122968,1,7189.0,0.030767779161188273,14.88281757687055,benign,0,0
21114,0,6,0.0,57712,4.119034,0.0,0.0,0.0,5.707110264748875,300,0,0.0,0.0,0.0,benign,0,0
80,0,1,0.0,11042,3.5e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
5960,0,1,0.0,57951,0.000499,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
58610,0,6,0.0,58396,0.0,0.0,0.0,0.0,4.23410650459726,68,0,0.0,0.0,0.0,probe,4,1
80,1,10,6.532334292222349,58753,0.144124,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,0,7,0.0,19085,8.2e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
1038,0,1,0.0,57877,9e-05,0.0,0.0,0.0,3.8066624897703196,44,0,0.0,0.0,3.713572066704308,probe,4,1
80,0,7,0.0,31021,9.4e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
123,0,1,0.0,48301,9e-06,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,0,10,14.164454696080808,5524,16.5173,8.882946799288174,1417569.0,549.0197521301317,11.719687570068697,122968,1,7207.0,0.030767779161188273,14.894851338267571,benign,0,0
80,1,10,6.532334292222349,59412,0.167588,6.131226489483141,686.0,68.6,6.829793737512425,924,1,459.0,0.17149758454085567,7.554334823725748,web,5,1
80,0,6,0.0,52267,37.414102,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
80,0,6,0.0,56033,36.920067,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
80,0,7,0.0,4432,4.2e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
18184,0,1,0.0,45681,0.000102,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
56515,0,6,0.0,58340,0.0,0.0,0.0,0.0,4.23410650459726,68,0,0.0,0.0,0.0,probe,4,1
80,0,6,0.0,65404,35.423572,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
123,0,1,0.0,48388,4.1e-05,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,3.713572066704308,dos,3,1
80,0,6,0.0,62513,53.002559,0.0,0.0,0.0,6.329720905522696,560,0,0.0,0.0,0.0,dos,3,1
9604,0,1,0.0,45663,0.000161,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,10,14.164454696080808,5524,16.51726,9.256269303864583,1417569.0,832.8842538190364,11.719687570068697,122968,1,10469.0,0.030767779161188273,14.88281757687055,benign,0,0
80,0,5,0.0,55780,7.7e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
53,0,10,4.553876891600541,40352,0.00281,0.0,94.0,94.0,4.394449154672439,80,0,0.0,0.3561643835592044,4.812184355372417,bruteforce,1,1
443,0,2,0.0,40660,3.022212,0.0,0.0,0.0,5.579729825986222,264,0,0.0,0.0,5.342334251964811,ddos,2,1
80,0,10,14.164454696080808,5524,16.51726,8.885440911707585,1417569.0,832.8842538190364,11.719687570068697,122968,1,7225.0,0.030767779161188273,14.88281757687055,benign,0,0
123,0,1,0.0,38139,1e-05,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,4.394449154672439,ddos,2,1
80,0,5,0.0,44180,9.3e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
80,0,5,0.0,31752,4.264903,0.0,0.0,0.0,5.081404364984463,160,0,0.0,1.0,5.081404364984463,ddos,2,1
49157,0,1,0.0,57935,8.4e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,6,0.0,63390,124.791234,0.0,0.0,0.0,7.358193752733032,1568,0,0.0,0.0,0.0,dos,3,1
211,0,1,0.0,57877,6e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
8080,0,10,4.852030263919617,51212,0.000424,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,bruteforce,1,1
80,1,10,10.690921662285279,5938,3.620124,5.616771097666572,43954.0,209.3047619047619,10.331920208930685,30696,1,274.0,0.18273771893941873,11.501308245630037,web,5,1
21823,0,1,0.0,57956,9e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
53,0,10,7.890208213109961,63253,0.734128,0.0,2670.0,445.0,5.921578419643816,372,0,0.0,0.0709812108559252,7.951207156472972,dos,3,1
1077,0,1,0.0,45672,0.000403,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,7,0.0,42223,5.8e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
80,0,10,14.164454696080808,5524,16.517246,8.890685920281129,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7263.0,0.030767779161188273,14.189670740244024,benign,0,0
21,0,10,5.241747015059643,52920,10.254968,0.0,188.0,5.529411764705882,7.631916513071252,2062,0,0.0,0.316363636362486,7.655864017616056,bruteforce,1,1
443,0,10,11.370093815862687,56766,0.24253,0.0,86689.0,555.6987179487179,8.790116892892472,6568,0,0.0,0.027288742271742605,12.09872682712903,benign,0,0
80,0,10,14.164454696080808,5524,16.5173,8.88599431515281,1417569.0,549.0197521301317,11.719687570068697,122968,1,7229.0,0.030767779161188273,14.894851338267571,benign,0,0
80,0,5,0.0,14232,0.000323,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
6969,0,1,0.0,44948,8e-05,0.0,0.0,0.0,4.110873864173311,60,0,0.0,0.0,3.713572066704308,bruteforce,1,1
80,1,10,6.532334292222349,55828,0.159894,6.131226489483141,686.0,57.166666666666664,6.951772164398911,1044,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
3478,0,10,4.174387269895637,41641,0.119334,0.0,64.0,32.0,4.919980925828125,136,0,0.0,0.5555555555516976,4.795790545596741,bruteforce,1,1
80,0,6,0.0,54695,53.387601,0.0,0.0,0.0,6.329720905522696,560,0,0.0,0.0,0.0,dos,3,1
80,0,10,19.25627051421806,58252,23.70541,7.457609289715606,230617375.0,1412.205378958133,15.36628831774824,4715135,1,1732.0,3.8222025000716525e-05,19.292430658381328,benign,0,0
123,0,1,0.0,48301,0.000148,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
80,0,5,0.0,56751,9.5e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
8080,0,10,4.852030263919617,53148,0.000428,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,benign,0,0
123,0,1,0.0,52149,1.1e-05,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,4.394449154672439,ddos,2,1
80,1,10,6.532334292222349,51761,0.169896,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
80,0,6,0.0,58072,36.489762,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
123,0,1,0.0,48383,4.9e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,1,10,6.532334292222349,53402,0.234398,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
8080,0,4,0.0,56972,0.062513,0.0,0.0,0.0,6.0063531596017325,405,0,0.0,0.999999999994709,5.3230099791384085,dos,3,1
80,0,7,0.0,45061,0.000516,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
21114,0,6,0.0,35064,4.093708,0.0,0.0,0.0,5.707110264748875,300,0,0.0,0.0,0.0,benign,0,0
443,0,10,8.266678443305896,46343,16.20497,0.0,3891.0,228.88235294117646,6.720220155135295,828,0,0.0,0.08790436005623818,8.430327258394575,bruteforce,1,1
2239,0,1,0.0,57948,0.000147,0.0,0.0,0.0,3.8066624897703196,44,0,0.0,0.0,3.713572066704308,probe,4,1
857,0,6,0.0,57881,0.0,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,0.0,probe,4,1
80,1,10,6.532334292222349,59526,0.160664,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
8080,0,4,0.0,56553,0.040598,0.0,0.0,0.0,6.695798917058491,808,0,0.0,0.9999999999946809,6.013715156042802,dos,3,1
80,0,10,14.164454696080808,5524,16.51726,8.90761234131913,1417569.0,832.8842538190364,11.719687570068697,122968,1,7387.0,0.030767779161188273,14.88281757687055,benign,0,0
80,1,10,6.532334292222349,57401,0.164959,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
1900,0,6,0.0,55841,1e-06,0.0,0.0,0.0,5.501258210544727,244,0,0.0,0.9999999999946809,0.0,dos,3,1
80,1,10,6.532334292222349,52067,0.1506,6.131226489483141,686.0,68.6,6.829793737512425,924,1,459.0,0.17149758454085567,7.554334823725748,web,5,1
80,0,10,19.25627051421806,58252,23.70541,14.455867007748738,230617375.0,1412.205378958133,15.36628831774824,4715135,1,1897156.0,3.8222025000716525e-05,19.292430658381328,benign,0,0
53,0,10,4.969813299576001,45380,0.000112,0.0,143.0,143.0,4.867534450455582,129,0,0.0,0.41393442622781174,5.147494476813453,bruteforce,1,1
80,0,1,0.0,46639,6.4e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
443,0,10,11.064009910988117,48390,112.507289,0.0,63831.0,16.485278925619834,15.845527190316586,7614212,0,0.0,0.9827183035558366,12.611374406964662,bruteforce,1,1
443,0,10,7.798523053625206,46036,140.791728,0.0,2436.0,121.8,8.722417141427496,6138,0,0.0,0.4918648310386958,8.664405571096625,bruteforce,1,1
21,0,10,4.343805421853684,52920,3.514761,0.0,76.0,5.428571428571429,6.675823221634848,792,0,0.0,0.2399999999976,6.799055862058796,bruteforce,1,1
80,1,10,6.532334292222349,56745,0.154275,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
123,0,1,0.0,48377,4.5e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
6969,0,1,0.0,39548,9.1e-05,0.0,0.0,0.0,4.110873864173311,60,0,0.0,0.0,3.713572066704308,bruteforce,1,1
80,0,10,14.164454696080808,5524,16.51726,8.90761234131913,1417569.0,832.8842538190364,11.719687570068697,122968,1,7387.0,0.030767779161188273,14.88281757687055,benign,0,0
443,0,10,8.074337694089515,56859,0.214499,0.0,3210.0,145.9090909090909,7.785305182539862,2404,0,0.0,0.17268041237108953,8.899048433885268,benign,0,0
80,0,6,0.0,65326,53.11978,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,0.0,dos,3,1
80,0,5,21.156471095197716,57806,3.914861,0.0,1542192735.0,385548183.75,5.081404364984463,160,0,0.0,0.0,5.081404364984463,ddos,2,1
53,0,10,4.969813299576001,59412,0.000105,0.0,143.0,143.0,4.867534450455582,129,0,0.0,0.41393442622781174,5.147494476813453,benign,0,0
80,0,10,14.164454696080808,5524,16.51726,8.886270902072013,1417569.0,832.8842538190364,11.719687570068697,122968,1,7231.0,0.030767779161188273,14.88281757687055,benign,0,0
80,1,10,6.532334292222349,53888,0.14434,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
21,0,10,5.241747015059643,52972,9.370031,0.0,188.0,5.529411764705882,7.630946580890459,2060,0,0.0,0.31386861313754066,7.655864017616056,bruteforce,1,1
80,0,2,0.0,53622,1.379245,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,3.8066624897703196,ddos,2,1
976,0,6,0.0,58370,0.0,0.0,0.0,0.0,3.367295829986474,28,0,0.0,0.0,0.0,probe,4,1
80,0,10,14.164454696080808,5524,16.51726,8.884887201837403,1417569.0,832.8842538190364,11.719687570068697,122968,1,7221.0,0.030767779161188273,14.88281757687055,benign,0,0
8080,0,10,4.852030263919617,54574,0.00035,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,bruteforce,1,1
80,0,6,0.0,63189,35.864698,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
80,1,4,6.180016653652572,49972,34.065812,5.6937321388027,482.0,30.125,7.166265974133638,1294,1,296.0,0.30447330447286514,7.489412083508719,ddos,2,1
80,0,10,17.041834099609233,57369,397.021575,19.936464071528185,25186887.0,651.4299348230912,13.916297530901735,1106040,1,455298620.0,0.0004181379976833345,17.774731660896013,benign,0,0
443,0,10,3.2188758248682006,28674,0.026041,0.0,24.0,4.0,5.916202062607435,370,0,0.0,0.0,5.666426688112432,dos,3,1
123,0,1,0.0,38193,1.5e-05,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,3.713572066704308,ddos,2,1
21,0,10,4.343805421853684,10496,2.990178,0.0,76.0,5.428571428571429,6.675823221634848,792,0,0.0,0.2399999999976,6.799055862058796,bruteforce,1,1
22,0,10,7.639642287858013,14650,11.099954,0.0,2078.0,41.56,8.756682421266532,6352,0,0.0,0.5178654292342185,8.81358720447004,bruteforce,1,1
21,0,10,4.343805421853684,52928,3.130097,0.0,76.0,10.857142857142858,5.983936280687191,396,0,0.0,0.2399999999976,6.1070228877422545,bruteforce,1,1
80,0,1,0.0,15221,9.4e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
443,0,7,9.628458426207663,52812,0.487136,0.0,15190.0,446.7647058823529,9.430679995957659,12464,1,0.0,0.2728578267113321,10.366120333700634,bruteforce,1,1
89,0,6,0.0,57881,1e-06,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,0.0,probe,4,1
80,0,10,14.164454696080808,5524,16.5173,8.886270902072013,1417569.0,549.0197521301317,11.719687570068697,122968,1,7231.0,0.030767779161188273,14.894851338267571,benign,0,0
123,0,1,0.0,38193,1.1e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
123,0,1,0.0,48362,3.2e-05,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,4.394449154672439,dos,3,1
22,0,6,0.0,63374,292.230823,0.0,0.0,0.0,11.345512224909392,84584,0,0.0,0.9999999999999876,0.0,dos,3,1
80,0,1,0.0,26066,7e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
22,0,6,0.0,63903,292.131482,0.0,0.0,0.0,11.345512224909392,84584,0,0.0,0.9999999999999876,0.0,dos,3,1
443,0,2,0.0,37075,25.539217,0.0,0.0,0.0,5.720311776607412,304,0,0.0,0.0,5.564520407322694,dos,3,1
21114,0,6,0.0,49216,0.0,0.0,0.0,0.0,4.110873864173311,60,0,0.0,0.0,0.0,bruteforce,1,1
